Ticker,Status,Gates_Passed,Close,EMA_200,RSI,ADX,OBV,OBV_EMA_20,MACD_Line,Signal_Line,ATR,RSI_Score,ADX_Score,OBV_Score,Final_Mo_Score
ARQQ,Disqualified,Passed,27.31999969482422,21.334184053571907,69.51184889975715,35.08537496266792,10697900.0,4180300.1909478754,3.1868437256479076,1.761225646455307,3.0527078024829417,5,10,0,15
ARW,Disqualified,MACD fails conditions,229.02999877929688,161.41029811168775,59.909740818361804,34.08375648748765,10121400.0,9628705.576890847,6.510316852928071,7.59768025768379,7.603530426126894,0,0,0,0
ASAN,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,6.389999866485596,9.324862471422598,37.9948576600856,17.677441097258676,-30224900.0,-5275300.299998281,-0.08130948095579527,0.08864138446003748,0.49591329071033197,0,0,0,0
ASML,Disqualified,MACD fails conditions,1841.1800537109375,1334.0107887762183,57.04605335400963,27.157161199632785,36684800.0,35010741.40378769,72.07314693882267,80.86154954754174,88.10064982508527,0,0,0,0
ASST,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,11.399999618530273,30.25783313809607,31.595425162668747,16.17544756295991,-130210175.0,-109197637.2548219,-0.7264995381028054,-0.31673126268623486,1.422609248658706,0,0,0,0
ASTI,Disqualified,MACD fails conditions,4.96999979019165,4.522837850343669,41.975406197995575,25.725094955416726,237207300.0,235097727.95005566,-0.09666416328359873,0.25826417167653143,1.0890158114010264,0,0,0,0
ASUR,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,7.699999809265137,8.784023155725505,33.84106583566182,17.55060607201126,1179200.0,1363596.0282074034,-0.27831927715212856,-0.1591461837997061,0.42242359369616456,0,0,0,0
ASX,Disqualified,Passed,41.849998474121094,24.18958987800779,60.606117714353374,19.74462898119494,351951800.0,314610852.2100447,1.896947971444682,1.6369175338722273,2.4519582579953836,10,0,0,10
ASYS,Disqualified,MACD fails conditions,20.670000076293945,14.11744325106345,49.84692471638849,22.371991104932796,11150100.0,11698773.237743221,0.29532618207091943,0.5655815056727889,2.1040144557715617,0,0,0,0
ATEN,Disqualified,Passed,34.7400016784668,23.32646188683059,73.59025724658683,40.7291382376343,51422200.0,43590070.65581853,1.4732771486745833,1.3561950763323445,1.320090383171452,5,5,0,10
ATEX,Disqualified,MACD fails conditions,81.0,41.518972783927964,67.84745758697505,38.15876851191987,14724800.0,13255432.123399895,5.9333264657851,5.961166762443055,5.4203942303897605,0,0,0,0
ATGL,Disqualified,Price <= EMA_200 | MACD fails conditions,11.470000267028809,18.257224550447688,39.71296894247192,28.41977609654612,1462700.0,1469776.7595921434,-0.891055159361656,-0.7914685330161094,1.5694780329120575,0,0,0,0
ATHM,Disqualified,Price <= EMA_200,18.780000686645508,20.959799986125695,57.32461307264817,17.704083106843786,-21405800.0,-22012962.162925374,0.2400735361191515,0.08026216307657744,0.7790277177669381,0,0,0,0
ATHR,Disqualified,Price <= EMA_200 | MACD fails conditions,3.450000047683716,5.124978549820138,53.696915418891386,22.262768741044674,610700.0,568177.0268910477,-0.07243286824192818,-0.10360440740228842,0.3574362077503123,0,0,0,0
ATII,Disqualified,+DI <= -DI | MACD fails conditions,10.850000381469727,10.592173608764815,41.923898598946344,14.607449217486893,11591000.0,11032536.249633148,-0.026512457776345144,0.012816960063420615,0.1760104198683612,0,0,0,0
ATNI,Disqualified,+DI <= -DI | MACD fails conditions,26.709999084472656,23.673949430773153,48.862710737547225,16.189181967260694,1910700.0,1667082.4465066385,-0.18676631882062011,-0.17620882745348482,1.1885909008110194,0,0,0,0
ATOM,Disqualified,+DI <= -DI | MACD fails conditions,7.309999942779541,5.766958644309952,41.848051116755784,16.874891455611998,57386000.0,59667748.312634245,-0.2394592096319368,-0.0011226834563242416,0.9931201901393029,0,0,0,0
AUGO,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,61.130001068115234,61.687720233881095,42.54146760776044,22.033885130689317,26591300.0,27925601.242004156,-3.8235308327054724,-4.332359686202055,4.674459416704165,0,0,0,0
AUID,Disqualified,Price <= EMA_200 | MACD fails conditions,1.090000033378601,1.8377728312664834,44.574849312072445,18.31853632412109,357269600.0,357435214.83235294,-0.04171450426131296,-0.026482381872312256,0.09867256494701127,0,0,0,0
AUR,Disqualified,+DI <= -DI | MACD fails conditions,6.239999771118164,5.436749301031051,46.21037123623408,16.573878800979077,-44062900.0,-3693182.2626346964,-0.09384833106095769,-0.056625518672259186,0.40767023887497583,0,0,0,0
AUUD,Disqualified,Price <= EMA_200 | MACD fails conditions,1.2599999904632568,9.033431248359546,39.156992126156005,13.252628583361767,278603758.0,263598699.45521703,-0.17474686563323427,-0.22756044002185066,0.18650476159213664,0,0,0,0
AVGO,Disqualified,+DI <= -DI | MACD fails conditions,378.9100036621094,357.6907391228646,43.3951036844287,18.937798134527473,361738100.0,389468803.467955,-8.532321784618205,-5.859361626396433,19.859769112543635,0,0,0,0
AVNW,Disqualified,Price <= EMA_200,20.3700008392334,21.523080276682492,57.29996637138419,21.562871942787808,5470200.0,5119971.239456495,0.5633444133957894,0.35223669333517804,1.1565005215439228,0,0,0,0
AVPT,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,10.350000381469727,12.178853661664654,47.07868870306217,13.368929445583927,25852500.0,25291711.633295044,-0.009359433439568576,0.06990625668409274,0.48764367001465636,0,0,0,0
AVT,Disqualified,MACD fails conditions,90.80999755859375,66.93755959015108,57.34525615257177,20.79437305870497,18029500.0,16694114.59420154,1.9706963470489427,2.329864490777606,3.0519977397092455,0,0,0,0
AWRE,Disqualified,Price <= EMA_200 | MACD fails conditions,1.340000033378601,1.6539471726128647,45.749812608931244,28.46869773748894,318400.0,390010.2420232258,0.01815399846744392,0.03082177750324007,0.1122108570051356,0,0,0,0
AXTI,Disqualified,+DI <= -DI | MACD fails conditions,69.05999755859375,52.21437739959798,38.493627260055284,22.90646990503174,226647200.0,252791823.418745,-6.776475613743216,-3.371546219255951,14.067029319636159,0,0,0,0
AZTA,Disqualified,Price <= EMA_200,24.6299991607666,26.712802436784806,63.93396907718603,22.603105442395645,3560100.0,435077.4362656324,0.5554802080169736,0.4288080155740456,1.1429293589837286,0,0,0,0
BAND,Disqualified,+DI <= -DI | MACD fails conditions,52.31999969482422,29.05874128512547,45.82868691549142,35.94114069835099,21362200.0,25121138.48889379,-0.0955042567146549,2.1155653324026797,4.839693119870222,0,0,0,0
BAYA,Disqualified,MACD fails conditions,12.09000015258789,11.748968107076655,51.895166941468766,19.98072947098979,257200.0,268552.9154071389,-0.01417170661481748,-0.009856468984748082,0.11179436222690005,0,0,0,0
BB,Disqualified,MACD fails conditions,10.34000015258789,5.302242268470174,68.99651447344031,45.66957889975704,592272500.0,538678411.7260936,0.5289462593306773,0.6406793318273731,0.7878742328682683,0,0,0,0
BBAI,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,3.4100000858306885,4.659370702421829,32.85946348864502,21.79956421467104,1182173400.0,1254931903.8015556,-0.1767253414650276,-0.07545747419947564,0.2826173900800537,0,0,0,0
BBCQ,Disqualified,Insufficient Data,,,,,,,,,,,0,0,0,0
BCE,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,23.200000762939453,23.62959687414144,40.842158253089416,19.658561464433696,8687700.0,8243115.958579897,-0.2603932867201557,-0.13888724952519976,0.44943382677496135,0,0,0,0
BCSS,Disqualified,Insufficient Data,,,,,,,,,,,0,0,0,0
BEAG,Disqualified,MACD fails conditions,10.6899995803833,10.567510478169442,64.93408278248543,46.352520512417094,9979000.0,9828877.642219193,0.015902624367923224,0.017265596663798496,0.03372942241448636,0,0,0,0
BEEM,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,1.2000000476837158,1.6966804394097807,37.60202084236912,22.373222445785746,166463400.0,140348657.09948704,-0.07572986972561657,-0.0864463039912254,0.1205249981983929,0,0,0,0
BELFA,Passed,Passed,267.8599853515625,191.79897690204646,58.31446133916585,16.2647463027651,2502400.0,2207556.7451999485,5.944142088156212,5.477397886571384,14.918108401489864,10,0,10,20
BELFB,Passed,Passed,310.32000732421875,213.363472788464,61.8996012915887,20.26431135405648,12005500.0,11606631.981736705,8.76613779420569,7.6548977412057955,15.840818523423764,10,5,10,25
BF-A,Disqualified,Passed,28.139999389648438,27.087048670808958,60.29028837804478,14.512399030246945,2159100.0,1721577.1508696752,0.2262594019557156,0.03770303367957578,0.8833691086320605,10,0,0,10
BF-B,Disqualified,Passed,27.68000030517578,26.756424358322423,60.613885435301086,12.306246202418782,49153800.0,45174367.5399586,0.3592832957566152,0.16111345863217774,0.866147349443598,10,0,0,10
BGMS,Disqualified,Price <= EMA_200 | MACD fails conditions,0.6000000238418579,2.014845703130516,32.94475175247784,27.10722963960398,205985741.0,176596040.44857413,-0.09833448522027932,-0.05986788342162189,0.14962057196558298,0,0,0,0
BGSI,Disqualified,Insufficient Data,,,,,,,,,,,0,0,0,0
BH-A,Disqualified,Passed,1876.5400390625,1662.153063090743,73.36626721011527,21.361812561285912,491207.0,416431.58531557117,74.86295707280942,56.39903732798643,91.40325003234655,5,5,0,10
BHAV,Disqualified,Insufficient Data,,,,,,,,,,,0,0,0,0
BHE,Disqualified,Passed,97.19000244140625,61.944018520927536,66.57486591314716,18.087010836307524,12888000.0,10219701.83606855,3.2817296369730826,3.01052506634095,4.162409679155054,10,0,0,10
BHST,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,2.75,5.212040228220474,25.373959102695352,25.951942918397595,-1768200.0,-1625239.8525601216,-0.24083165674432827,-0.22043517236755406,0.2605884454340079,0,0,0,0
BIDU,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,103.98999786376953,121.7246553290575,27.76548304112083,23.20599606718602,121380300.0,130406087.22900106,-6.117585281993016,-4.651874171027024,4.9173040898050875,0,0,0,0
BIII,Disqualified,Insufficient Data,,,,,,,,,,,0,0,0,0
BILI,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,16.139999389648438,23.427368511205344,33.97723403553991,21.685438047693175,-1435800.0,4000812.8585854797,-0.919215356812682,-0.909771282064694,0.7660777372418063,0,0,0,0
BILL,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,33.380001068115234,42.009426547067584,43.82037602510064,14.872518857421477,34302500.0,33838915.55306464,-1.2666098655989586,-1.322209638790507,1.8462157249347466,0,0,0,0
BIO-B,Disqualified,+DI <= -DI | MACD fails conditions,296.489990234375,283.5101889723094,52.01635333929787,34.77166786403338,2800.0,3021.9255548015867,3.7569411786375326,5.679582709985744,2.598959306951074,0,0,0,0
BIXI,Disqualified,Insufficient Data,,,,,,,,,,,0,0,0,0
BKSY,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,24.350000381469727,27.59269414267765,32.00815277474743,28.447947348831516,28914100.0,38229515.61205338,-3.7882401365351157,-2.6376456969304654,3.6566742238543166,0,0,0,0
BKTI,Disqualified,MACD fails conditions,81.80000305175781,77.30906028240496,47.238355324125614,11.37992403419417,760300.0,773580.2793392433,-1.2057987755649435,-1.4284034454040784,3.2966222904079916,0,0,0,0
BL,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,26.5,40.43530240606575,41.20187539614128,14.955548687525495,-926000.0,1796452.2151554856,-0.8523872486143134,-0.7708730907697776,1.6290112503137124,0,0,0,0
BLIN,Disqualified,Price <= EMA_200 | MACD fails conditions,1.0499999523162842,1.0555652731942418,50.73990667503916,15.651426736459259,3802900.0,3406653.404180027,0.005905742635006206,0.012955050642123796,0.10323298553261065,0,0,0,0
BLIV,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,2.244999885559082,2.89447313794385,42.017334901798016,57.074160203418046,48200.0,46638.84614407381,-0.021637167025240878,-0.01871836098632127,0.14851288192089424,0,0,0,0
BLKB,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,26.579999923706055,45.66947313987856,36.46638413419558,27.111379731923446,2571100.0,-1126527.6127397923,-1.5365791058325016,-1.7121220587399009,1.6532481233104266,0,0,0,0
BLND,Disqualified,Price <= EMA_200 | MACD fails conditions,1.6200000047683716,2.2435383399664963,48.72425612356266,12.259894574670787,-747400.0,-4687779.433768084,0.022560783990232647,0.031350182130312786,0.12836065555278728,0,0,0,0
BLRK,Disqualified,Insufficient Data,,,,,,,,,,,0,0,0,0
